,Unnamed: 0,id_turma,discente,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
7999,116737,57564844,fd3e47920988063d44319fa2c8d373da,1.0,3.0,f,1.7,24.0,REPROVADO
8000,116738,57564844,fd3e47920988063d44319fa2c8d373da,2.0,2.0,f,1.7,24.0,REPROVADO
8001,116739,57564844,fd3e47920988063d44319fa2c8d373da,3.0,0.0,f,1.7,24.0,REPROVADO
8006,116744,57564844,5ff2a17b3e44f4ad386b87374a841675,1.0,2.0,f,1.2,6.0,REPROVADO
8007,116745,57564844,5ff2a17b3e44f4ad386b87374a841675,2.0,1.60000002,f,1.2,6.0,REPROVADO
8008,116746,57564844,5ff2a17b3e44f4ad386b87374a841675,3.0,0.0,f,1.2,6.0,REPROVADO
8013,116751,57564844,c1f3ad0fcde65ba2674759fb0387082e,1.0,0.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
8014,116752,57564844,c1f3ad0fcde65ba2674759fb0387082e,2.0,2.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
8015,116753,57564844,c1f3ad0fcde65ba2674759fb0387082e,3.0,0.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
8016,116754,57564844,01bec0a9416e21c139c4b5e8e4b00394,1.0,5.5,f,1.8,16.0,REPROVADO
8017,116755,57564844,01bec0a9416e21c139c4b5e8e4b00394,2.0,0.0,f,1.8,16.0,REPROVADO
8018,116756,57564844,01bec0a9416e21c139c4b5e8e4b00394,3.0,0.0,f,1.8,16.0,REPROVADO
8019,116757,57564844,23c3e6fe2285999433491924f662c872,1.0,5.5,f,2.1,14.0,REPROVADO
8020,116758,57564844,23c3e6fe2285999433491924f662c872,2.0,0.800000012,f,2.1,14.0,REPROVADO
8021,116759,57564844,23c3e6fe2285999433491924f662c872,3.0,0.0,f,2.1,14.0,REPROVADO
8022,116760,57564844,b0febe58ff9dea32f4c25d7cfe37920b,1.0,9.0,f,8.7,10.0,APROVADO
8023,116761,57564844,b0febe58ff9dea32f4c25d7cfe37920b,2.0,7.69999981,f,8.7,10.0,APROVADO
8024,116762,57564844,b0febe58ff9dea32f4c25d7cfe37920b,3.0,9.39999962,f,8.7,10.0,APROVADO
8026,116764,57564844,8a8878d0e0f3adde0d8da2b9491942a8,1.0,3.5,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
8027,116765,57564844,8a8878d0e0f3adde0d8da2b9491942a8,2.0,1.0,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
8028,116766,57564844,8a8878d0e0f3adde0d8da2b9491942a8,3.0,0.0,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
8029,116767,57564844,3f262f8a7b11adc284750418506c7f94,1.0,4.0,f,2.3,6.0,REPROVADO
8030,116768,57564844,3f262f8a7b11adc284750418506c7f94,2.0,1.39999998,f,2.3,6.0,REPROVADO
8031,116769,57564844,3f262f8a7b11adc284750418506c7f94,3.0,1.60000002,f,2.3,6.0,REPROVADO
8032,116770,57564844,99e5e29d16566a2bed71732ecba19849,1.0,9.0,f,3.4,2.0,REPROVADO
8033,116771,57564844,99e5e29d16566a2bed71732ecba19849,2.0,0.0,t,3.4,2.0,REPROVADO
8034,116772,57564844,99e5e29d16566a2bed71732ecba19849,3.0,0.8999999759999999,f,3.4,2.0,REPROVADO
8035,116773,57564844,fa59fcc35019ddcd80bc63a4b30192d0,1.0,10.0,f,9.6,6.0,APROVADO
8036,116774,57564844,fa59fcc35019ddcd80bc63a4b30192d0,2.0,8.80000019,f,9.6,6.0,APROVADO
8037,116775,57564844,fa59fcc35019ddcd80bc63a4b30192d0,3.0,10.0,f,9.6,6.0,APROVADO
8041,116779,57564844,00d23d8801e80f5326f9409bc1edee9b,1.0,2.0,f,1.2,14.0,REPROVADO
8042,116780,57564844,00d23d8801e80f5326f9409bc1edee9b,2.0,1.5,f,1.2,14.0,REPROVADO
8043,116781,57564844,00d23d8801e80f5326f9409bc1edee9b,3.0,0.0,f,1.2,14.0,REPROVADO
8044,116782,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,1.0,2.5,f,1.2,23.0,REPROVADO
8045,116783,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,2.0,1.10000002,f,1.2,23.0,REPROVADO
8046,116784,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,3.0,0.0,f,1.2,23.0,REPROVADO
8047,446175,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,1.0,9.5,f,6.4,6.0,APROVADO POR NOTA
8048,446176,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,2.0,5.30000019,f,6.4,6.0,APROVADO POR NOTA
8049,446177,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,3.0,4.30000019,f,6.4,6.0,APROVADO POR NOTA
8050,446178,57564844,8dca625c4aeef2641364d784bcef00c5,1.0,10.0,f,7.7,6.0,APROVADO
8051,446179,57564844,8dca625c4aeef2641364d784bcef00c5,2.0,8.30000019,f,7.7,6.0,APROVADO
8052,446180,57564844,8dca625c4aeef2641364d784bcef00c5,3.0,4.80000019,f,7.7,6.0,APROVADO
8053,446181,57564844,fc5ca0acc129fed92da264e586691f1b,1.0,9.0,f,6.6,6.0,APROVADO POR NOTA
8054,446182,57564844,fc5ca0acc129fed92da264e586691f1b,2.0,5.80000019,f,6.6,6.0,APROVADO POR NOTA
8055,446183,57564844,fc5ca0acc129fed92da264e586691f1b,3.0,4.9000001,f,6.6,6.0,APROVADO POR NOTA
8056,446184,57564844,6caf49fdb54c8eefcef753a4f29e68e0,1.0,6.0,f,3.0,6.0,REPROVADO
8057,446185,57564844,6caf49fdb54c8eefcef753a4f29e68e0,2.0,2.5999999,f,3.0,6.0,REPROVADO
8058,446186,57564844,6caf49fdb54c8eefcef753a4f29e68e0,3.0,0.5,f,3.0,6.0,REPROVADO
8059,446187,57564844,cbf9dc31ed9483b7c110416da9620d31,1.0,6.5,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8060,446188,57564844,cbf9dc31ed9483b7c110416da9620d31,2.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8061,446189,57564844,cbf9dc31ed9483b7c110416da9620d31,3.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8065,446193,57564844,e53b28b055415073c4fcf1fdaac1e675,1.0,5.0,f,2.9,0.0,REPROVADO
8066,446194,57564844,e53b28b055415073c4fcf1fdaac1e675,2.0,2.29999995,f,2.9,0.0,REPROVADO
8067,446195,57564844,e53b28b055415073c4fcf1fdaac1e675,3.0,1.5,f,2.9,0.0,REPROVADO
8068,446196,57564844,ee01661785b2af90f559ed136ed97acb,1.0,9.5,f,4.2,12.0,REPROVADO
8069,446197,57564844,ee01661785b2af90f559ed136ed97acb,2.0,1.29999995,f,4.2,12.0,REPROVADO
8070,446198,57564844,ee01661785b2af90f559ed136ed97acb,3.0,0.5,t,4.2,12.0,REPROVADO
8071,446199,57564844,500e6edfd4aae0cc92d0931f52794a07,1.0,7.5,f,3.1,12.0,REPROVADO
8072,446200,57564844,500e6edfd4aae0cc92d0931f52794a07,2.0,1.89999998,f,3.1,12.0,REPROVADO
8073,446201,57564844,500e6edfd4aae0cc92d0931f52794a07,3.0,0.0,f,3.1,12.0,REPROVADO
8074,446202,57564844,159926c5f19d6b9565385e9e16d6f438,1.0,10.0,f,8.7,8.0,APROVADO
8075,446203,57564844,159926c5f19d6b9565385e9e16d6f438,2.0,6.19999981,f,8.7,8.0,APROVADO
8076,446204,57564844,159926c5f19d6b9565385e9e16d6f438,3.0,10.0,f,8.7,8.0,APROVADO
8077,446205,57564844,3c3b91849365208aee8ffcf3625fe09e,1.0,8.0,f,8.5,4.0,APROVADO
8078,446206,57564844,3c3b91849365208aee8ffcf3625fe09e,2.0,8.60000038,f,8.5,4.0,APROVADO
8079,446207,57564844,3c3b91849365208aee8ffcf3625fe09e,3.0,9.0,f,8.5,4.0,APROVADO
8080,446208,57564844,8cc613a1edbaeb06e2787b81d2280b14,1.0,8.0,f,3.1,2.0,REPROVADO
8081,446209,57564844,8cc613a1edbaeb06e2787b81d2280b14,2.0,1.39999998,f,3.1,2.0,REPROVADO
8082,446210,57564844,8cc613a1edbaeb06e2787b81d2280b14,3.0,0.0,f,3.1,2.0,REPROVADO
8083,446211,57564844,1084bfe76dd5ef9187ef67922d26e66a,1.0,9.5,f,5.9,2.0,APROVADO POR NOTA
8084,446212,57564844,1084bfe76dd5ef9187ef67922d26e66a,2.0,5.0,f,5.9,2.0,APROVADO POR NOTA
8085,446213,57564844,1084bfe76dd5ef9187ef67922d26e66a,3.0,3.0999999,f,5.9,2.0,APROVADO POR NOTA
8086,446214,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,1.0,6.5,f,5.5,6.0,APROVADO POR NOTA
8087,446215,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,2.0,3.0999999,t,5.5,6.0,APROVADO POR NOTA
8088,446216,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,3.0,4.80000019,f,5.5,6.0,APROVADO POR NOTA
8089,446217,57564844,8cf52a04b4b12e332f8a54264a52ba53,1.0,6.5,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8090,446218,57564844,8cf52a04b4b12e332f8a54264a52ba53,2.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8091,446219,57564844,8cf52a04b4b12e332f8a54264a52ba53,3.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8096,446224,57564844,aa8b09932cd5f6743fea88ef7c37f93f,1.0,0.5,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8097,446225,57564844,aa8b09932cd5f6743fea88ef7c37f93f,2.0,1.0,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8098,446226,57564844,aa8b09932cd5f6743fea88ef7c37f93f,3.0,0.0,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8105,446233,57564844,9f9cb2c52de7733782ab559ac58fd464,1.0,1.0,f,0.8,14.0,REPROVADO
8106,446234,57564844,9f9cb2c52de7733782ab559ac58fd464,2.0,1.5,f,0.8,14.0,REPROVADO
8107,446235,57564844,9f9cb2c52de7733782ab559ac58fd464,3.0,0.0,f,0.8,14.0,REPROVADO
8108,446236,57564844,5abb887c45addf95db6b9eb77c9970ef,1.0,10.0,f,7.5,10.0,APROVADO
8109,446237,57564844,5abb887c45addf95db6b9eb77c9970ef,2.0,4.0,f,7.5,10.0,APROVADO
8110,446238,57564844,5abb887c45addf95db6b9eb77c9970ef,3.0,8.39999962,f,7.5,10.0,APROVADO
8111,446239,57564844,10e449bd1f9b4f668d87b03921b9acad,1.0,5.5,f,7.0,0.0,APROVADO
8112,446240,57564844,10e449bd1f9b4f668d87b03921b9acad,2.0,8.5,f,7.0,0.0,APROVADO
8113,446241,57564844,10e449bd1f9b4f668d87b03921b9acad,3.0,7.099999900000001,f,7.0,0.0,APROVADO
8114,446242,57564844,6175bb41ff32f3c576f591ead25109e7,1.0,6.5,f,5.3,2.0,APROVADO POR NOTA
8115,446243,57564844,6175bb41ff32f3c576f591ead25109e7,2.0,5.0,f,5.3,2.0,APROVADO POR NOTA
8116,446244,57564844,6175bb41ff32f3c576f591ead25109e7,3.0,1.5,t,5.3,2.0,APROVADO POR NOTA
8117,446245,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,1.0,6.5,f,5.7,6.0,APROVADO POR NOTA
8118,446246,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,2.0,5.5999999,f,5.7,6.0,APROVADO POR NOTA
8119,446247,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,3.0,4.9000001,f,5.7,6.0,APROVADO POR NOTA
8120,446248,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,1.0,8.0,f,3.2,22.0,REPROVADO
8121,446249,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,2.0,1.60000002,f,3.2,22.0,REPROVADO
8122,446250,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,3.0,0.0,f,3.2,22.0,REPROVADO
8123,446251,57564844,a7f137d43e7d464f44e3c234ef986f70,1.0,6.0,f,4.1,4.0,REPROVADO
8124,446252,57564844,a7f137d43e7d464f44e3c234ef986f70,2.0,2.4000001,f,4.1,4.0,REPROVADO
8125,446253,57564844,a7f137d43e7d464f44e3c234ef986f70,3.0,1.70000005,t,4.1,4.0,REPROVADO
8126,446254,57564844,b78957e87af0d1f30b901b13eb44a2eb,1.0,10.0,f,9.5,2.0,APROVADO
8127,446255,57564844,b78957e87af0d1f30b901b13eb44a2eb,2.0,9.5,f,9.5,2.0,APROVADO
8128,446256,57564844,b78957e87af0d1f30b901b13eb44a2eb,3.0,8.89999962,f,9.5,2.0,APROVADO
8129,446257,57564844,38ceb42ec7122ddfb2dcf670bf47be08,1.0,7.0,f,5.4,19.0,APROVADO POR NOTA
8130,446258,57564844,38ceb42ec7122ddfb2dcf670bf47be08,2.0,4.0,f,5.4,19.0,APROVADO POR NOTA
8131,446259,57564844,38ceb42ec7122ddfb2dcf670bf47be08,3.0,3.4000001,t,5.4,19.0,APROVADO POR NOTA
8132,446260,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,1.0,6.0,f,5.5,0.0,APROVADO POR NOTA
8133,446261,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,2.0,6.0999999,f,5.5,0.0,APROVADO POR NOTA
8134,446262,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,3.0,4.5,f,5.5,0.0,APROVADO POR NOTA
8135,446263,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,1.0,9.5,f,6.4,6.0,APROVADO POR NOTA
8136,446264,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,2.0,5.30000019,f,6.4,6.0,APROVADO POR NOTA
8137,446265,57564844,43f0333c0ceb67c5e5fb58f15aec56e1,3.0,4.30000019,f,6.4,6.0,APROVADO POR NOTA
8138,446266,57564844,8dca625c4aeef2641364d784bcef00c5,1.0,10.0,f,7.7,6.0,APROVADO
8139,446267,57564844,8dca625c4aeef2641364d784bcef00c5,2.0,8.30000019,f,7.7,6.0,APROVADO
8140,446268,57564844,8dca625c4aeef2641364d784bcef00c5,3.0,4.80000019,f,7.7,6.0,APROVADO
8141,446269,57564844,fc5ca0acc129fed92da264e586691f1b,1.0,9.0,f,6.6,6.0,APROVADO POR NOTA
8142,446270,57564844,fc5ca0acc129fed92da264e586691f1b,2.0,5.80000019,f,6.6,6.0,APROVADO POR NOTA
8143,446271,57564844,fc5ca0acc129fed92da264e586691f1b,3.0,4.9000001,f,6.6,6.0,APROVADO POR NOTA
8144,446272,57564844,6caf49fdb54c8eefcef753a4f29e68e0,1.0,6.0,f,3.0,6.0,REPROVADO
8145,446273,57564844,6caf49fdb54c8eefcef753a4f29e68e0,2.0,2.5999999,f,3.0,6.0,REPROVADO
8146,446274,57564844,6caf49fdb54c8eefcef753a4f29e68e0,3.0,0.5,f,3.0,6.0,REPROVADO
8147,446275,57564844,cbf9dc31ed9483b7c110416da9620d31,1.0,6.5,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8148,446276,57564844,cbf9dc31ed9483b7c110416da9620d31,2.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8149,446277,57564844,cbf9dc31ed9483b7c110416da9620d31,3.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8153,446281,57564844,e53b28b055415073c4fcf1fdaac1e675,1.0,5.0,f,2.9,0.0,REPROVADO
8154,446282,57564844,e53b28b055415073c4fcf1fdaac1e675,2.0,2.29999995,f,2.9,0.0,REPROVADO
8155,446283,57564844,e53b28b055415073c4fcf1fdaac1e675,3.0,1.5,f,2.9,0.0,REPROVADO
8156,446284,57564844,ee01661785b2af90f559ed136ed97acb,1.0,9.5,f,4.2,12.0,REPROVADO
8157,446285,57564844,ee01661785b2af90f559ed136ed97acb,2.0,1.29999995,f,4.2,12.0,REPROVADO
8158,446286,57564844,ee01661785b2af90f559ed136ed97acb,3.0,0.5,t,4.2,12.0,REPROVADO
8159,446287,57564844,500e6edfd4aae0cc92d0931f52794a07,1.0,7.5,f,3.1,12.0,REPROVADO
8160,446288,57564844,500e6edfd4aae0cc92d0931f52794a07,2.0,1.89999998,f,3.1,12.0,REPROVADO
8161,446289,57564844,500e6edfd4aae0cc92d0931f52794a07,3.0,0.0,f,3.1,12.0,REPROVADO
8162,446290,57564844,159926c5f19d6b9565385e9e16d6f438,1.0,10.0,f,8.7,8.0,APROVADO
8163,446291,57564844,159926c5f19d6b9565385e9e16d6f438,2.0,6.19999981,f,8.7,8.0,APROVADO
8164,446292,57564844,159926c5f19d6b9565385e9e16d6f438,3.0,10.0,f,8.7,8.0,APROVADO
8165,446293,57564844,3c3b91849365208aee8ffcf3625fe09e,1.0,8.0,f,8.5,4.0,APROVADO
8166,446294,57564844,3c3b91849365208aee8ffcf3625fe09e,2.0,8.60000038,f,8.5,4.0,APROVADO
8167,446295,57564844,3c3b91849365208aee8ffcf3625fe09e,3.0,9.0,f,8.5,4.0,APROVADO
8168,446296,57564844,8cc613a1edbaeb06e2787b81d2280b14,1.0,8.0,f,3.1,2.0,REPROVADO
8169,446297,57564844,8cc613a1edbaeb06e2787b81d2280b14,2.0,1.39999998,f,3.1,2.0,REPROVADO
8170,446298,57564844,8cc613a1edbaeb06e2787b81d2280b14,3.0,0.0,f,3.1,2.0,REPROVADO
8171,446299,57564844,1084bfe76dd5ef9187ef67922d26e66a,1.0,9.5,f,5.9,2.0,APROVADO POR NOTA
8172,446300,57564844,1084bfe76dd5ef9187ef67922d26e66a,2.0,5.0,f,5.9,2.0,APROVADO POR NOTA
8173,446301,57564844,1084bfe76dd5ef9187ef67922d26e66a,3.0,3.0999999,f,5.9,2.0,APROVADO POR NOTA
8174,446302,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,1.0,6.5,f,5.5,6.0,APROVADO POR NOTA
8175,446303,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,2.0,3.0999999,t,5.5,6.0,APROVADO POR NOTA
8176,446304,57564844,9684b8e9ace5dcd5c4c29bf4f21d2185,3.0,4.80000019,f,5.5,6.0,APROVADO POR NOTA
8177,446305,57564844,8cf52a04b4b12e332f8a54264a52ba53,1.0,6.5,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8178,446306,57564844,8cf52a04b4b12e332f8a54264a52ba53,2.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8179,446307,57564844,8cf52a04b4b12e332f8a54264a52ba53,3.0,0.0,f,2.2,34.0,REPROVADO POR MÉDIA E POR FALTAS
8184,446312,57564844,aa8b09932cd5f6743fea88ef7c37f93f,1.0,0.5,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8185,446313,57564844,aa8b09932cd5f6743fea88ef7c37f93f,2.0,1.0,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8186,446314,57564844,aa8b09932cd5f6743fea88ef7c37f93f,3.0,0.0,f,0.5,60.0,REPROVADO POR MÉDIA E POR FALTAS
8193,446321,57564844,9f9cb2c52de7733782ab559ac58fd464,1.0,1.0,f,0.8,14.0,REPROVADO
8194,446322,57564844,9f9cb2c52de7733782ab559ac58fd464,2.0,1.5,f,0.8,14.0,REPROVADO
8195,446323,57564844,9f9cb2c52de7733782ab559ac58fd464,3.0,0.0,f,0.8,14.0,REPROVADO
8196,446324,57564844,5abb887c45addf95db6b9eb77c9970ef,1.0,10.0,f,7.5,10.0,APROVADO
8197,446325,57564844,5abb887c45addf95db6b9eb77c9970ef,2.0,4.0,f,7.5,10.0,APROVADO
8198,446326,57564844,5abb887c45addf95db6b9eb77c9970ef,3.0,8.39999962,f,7.5,10.0,APROVADO
8199,446327,57564844,10e449bd1f9b4f668d87b03921b9acad,1.0,5.5,f,7.0,0.0,APROVADO
8200,446328,57564844,10e449bd1f9b4f668d87b03921b9acad,2.0,8.5,f,7.0,0.0,APROVADO
8201,446329,57564844,10e449bd1f9b4f668d87b03921b9acad,3.0,7.099999900000001,f,7.0,0.0,APROVADO
8202,446330,57564844,6175bb41ff32f3c576f591ead25109e7,1.0,6.5,f,5.3,2.0,APROVADO POR NOTA
8203,446331,57564844,6175bb41ff32f3c576f591ead25109e7,2.0,5.0,f,5.3,2.0,APROVADO POR NOTA
8204,446332,57564844,6175bb41ff32f3c576f591ead25109e7,3.0,1.5,t,5.3,2.0,APROVADO POR NOTA
8205,446333,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,1.0,6.5,f,5.7,6.0,APROVADO POR NOTA
8206,446334,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,2.0,5.5999999,f,5.7,6.0,APROVADO POR NOTA
8207,446335,57564844,a94a4705a3a0c2eb89e2897c6e76cf74,3.0,4.9000001,f,5.7,6.0,APROVADO POR NOTA
8208,446336,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,1.0,8.0,f,3.2,22.0,REPROVADO
8209,446337,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,2.0,1.60000002,f,3.2,22.0,REPROVADO
8210,446338,57564844,c4ecfa54d2066d83df1a9e8bacf6113b,3.0,0.0,f,3.2,22.0,REPROVADO
8211,446339,57564844,a7f137d43e7d464f44e3c234ef986f70,1.0,6.0,f,4.1,4.0,REPROVADO
8212,446340,57564844,a7f137d43e7d464f44e3c234ef986f70,2.0,2.4000001,f,4.1,4.0,REPROVADO
8213,446341,57564844,a7f137d43e7d464f44e3c234ef986f70,3.0,1.70000005,t,4.1,4.0,REPROVADO
8214,446342,57564844,b78957e87af0d1f30b901b13eb44a2eb,1.0,10.0,f,9.5,2.0,APROVADO
8215,446343,57564844,b78957e87af0d1f30b901b13eb44a2eb,2.0,9.5,f,9.5,2.0,APROVADO
8216,446344,57564844,b78957e87af0d1f30b901b13eb44a2eb,3.0,8.89999962,f,9.5,2.0,APROVADO
8217,446345,57564844,38ceb42ec7122ddfb2dcf670bf47be08,1.0,7.0,f,5.4,19.0,APROVADO POR NOTA
8218,446346,57564844,38ceb42ec7122ddfb2dcf670bf47be08,2.0,4.0,f,5.4,19.0,APROVADO POR NOTA
8219,446347,57564844,38ceb42ec7122ddfb2dcf670bf47be08,3.0,3.4000001,t,5.4,19.0,APROVADO POR NOTA
8220,446348,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,1.0,6.0,f,5.5,0.0,APROVADO POR NOTA
8221,446349,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,2.0,6.0999999,f,5.5,0.0,APROVADO POR NOTA
8222,446350,57564844,cb61f93d6145ddb7d4a4e28b7fe33225,3.0,4.5,f,5.5,0.0,APROVADO POR NOTA
8223,113694,57564846,9442e29605d14cf9859069926ce70e2e,2.0,4.0,f,5.3,0.0,APROVADO POR NOTA
8224,113695,57564846,9442e29605d14cf9859069926ce70e2e,3.0,3.70000005,f,5.3,0.0,APROVADO POR NOTA
8225,113696,57564846,9442e29605d14cf9859069926ce70e2e,1.0,8.30000019,f,5.3,0.0,APROVADO POR NOTA
8226,113697,57564846,d807467fd515eb5b5cc6da462f4d8625,1.0,1.5,f,1.3,0.0,REPROVADO
8227,113698,57564846,d807467fd515eb5b5cc6da462f4d8625,2.0,2.5,f,1.3,0.0,REPROVADO
8228,113699,57564846,d807467fd515eb5b5cc6da462f4d8625,3.0,0.0,f,1.3,0.0,REPROVADO
8229,113700,57564846,876c9810d6f4b25797d73c942f55764e,1.0,7.30000019,f,5.9,0.0,APROVADO POR NOTA
8230,113701,57564846,876c9810d6f4b25797d73c942f55764e,2.0,1.29999995,t,5.9,0.0,APROVADO POR NOTA
8231,113702,57564846,876c9810d6f4b25797d73c942f55764e,3.0,7.5,f,5.9,0.0,APROVADO POR NOTA
8232,113703,57564846,dd91e13bd82ebee8ef7105c552ec10e9,1.0,7.0,f,7.2,0.0,APROVADO
8233,113704,57564846,dd91e13bd82ebee8ef7105c552ec10e9,2.0,6.599999900000001,f,7.2,0.0,APROVADO
8234,113705,57564846,dd91e13bd82ebee8ef7105c552ec10e9,3.0,8.0,f,7.2,0.0,APROVADO
8235,113706,57564846,6a70ede0992cec29bc1d4290ebdc1a6c,1.0,5.30000019,f,5.5,0.0,APROVADO POR NOTA
8236,113707,57564846,6a70ede0992cec29bc1d4290ebdc1a6c,2.0,3.5,f,5.5,0.0,APROVADO POR NOTA
8237,113708,57564846,6a70ede0992cec29bc1d4290ebdc1a6c,3.0,7.80000019,f,5.5,0.0,APROVADO POR NOTA
8241,113712,57564846,5459222f27bfb7d3a932250691804544,1.0,4.5,f,2.8,0.0,REPROVADO
8242,113713,57564846,5459222f27bfb7d3a932250691804544,2.0,3.9000001,f,2.8,0.0,REPROVADO
8243,113714,57564846,5459222f27bfb7d3a932250691804544,3.0,0.0,f,2.8,0.0,REPROVADO
8244,113715,57564846,fd6dc7aa91317652835ab7557a5e09ea,1.0,4.69999981,f,6.2,0.0,APROVADO POR NOTA
8245,113716,57564846,fd6dc7aa91317652835ab7557a5e09ea,2.0,6.0,f,6.2,0.0,APROVADO POR NOTA
8246,113717,57564846,fd6dc7aa91317652835ab7557a5e09ea,3.0,8.0,f,6.2,0.0,APROVADO POR NOTA
8250,113721,57564846,32daafffbc274ee74e2c8ea9f9b792a6,1.0,2.0,f,0.7,0.0,REPROVADO
8251,113722,57564846,32daafffbc274ee74e2c8ea9f9b792a6,2.0,0.0,f,0.7,0.0,REPROVADO
8252,113723,57564846,32daafffbc274ee74e2c8ea9f9b792a6,3.0,0.0,f,0.7,0.0,REPROVADO
8253,113724,57564846,b5bb50470f3c6a62b075cf02a5e47ecb,1.0,0.5,f,0.2,0.0,REPROVADO
8254,113725,57564846,b5bb50470f3c6a62b075cf02a5e47ecb,2.0,0.100000001,f,0.2,0.0,REPROVADO
8255,113726,57564846,b5bb50470f3c6a62b075cf02a5e47ecb,3.0,0.0,f,0.2,0.0,REPROVADO
8260,113731,57564846,617c2e34e148a00577d0efeda6edd8ec,1.0,2.29999995,f,0.8,0.0,REPROVADO
8261,113732,57564846,617c2e34e148a00577d0efeda6edd8ec,2.0,0.0,f,0.8,0.0,REPROVADO
8262,113733,57564846,617c2e34e148a00577d0efeda6edd8ec,3.0,0.0,f,0.8,0.0,REPROVADO
8269,113740,57564846,469b4e52f0fc039742f0d6f50587fd02,1.0,0.0,f,0.0,0.0,REPROVADO
8270,113741,57564846,469b4e52f0fc039742f0d6f50587fd02,2.0,0.0,f,0.0,0.0,REPROVADO
8271,113742,57564846,469b4e52f0fc039742f0d6f50587fd02,3.0,0.0,f,0.0,0.0,REPROVADO
8272,443364,57564846,c889778b21ac2abebcccd62ff678f546,1.0,4.30000019,f,7.5,0.0,APROVADO
8273,443365,57564846,c889778b21ac2abebcccd62ff678f546,2.0,8.30000019,f,7.5,0.0,APROVADO
8274,443366,57564846,c889778b21ac2abebcccd62ff678f546,3.0,10.0,f,7.5,0.0,APROVADO
8275,443367,57564846,c7ca8f11be2854934d2ba04f1724cdbe,1.0,1.0,f,0.3,0.0,REPROVADO
8276,443368,57564846,c7ca8f11be2854934d2ba04f1724cdbe,2.0,0.0,f,0.3,0.0,REPROVADO
8277,443369,57564846,c7ca8f11be2854934d2ba04f1724cdbe,3.0,0.0,f,0.3,0.0,REPROVADO
8278,443370,57564846,52575c6e0954fa8ff0b0eccdd54e56fc,1.0,3.0,t,5.7,0.0,APROVADO POR NOTA
8279,443371,57564846,52575c6e0954fa8ff0b0eccdd54e56fc,2.0,3.70000005,f,5.7,0.0,APROVADO POR NOTA
